Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Total,Currency
2026-05-04T08:33:39-0500,Trade,Buy to Close,BUY_TO_CLOSE,TGT   260515C00135000,Equity Option,Bought 1 TGT 05/15/26 Call 135.00 @ 0.57,-57.00,1,-57.00,0.00,-0.12,100,TGT,TGT,5/15/26,135.0,CALL,462601901,-57.12,USD
2026-05-02T11:49:52-0500,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,0.00,0,,--,0.00,,,,,,,,0.00,USD
2026-04-30T08:30:22-0500,Trade,Buy to Open,BUY_TO_OPEN,NKE   260605P00039000,Equity Option,Bought 2 NKE 06/05/26 Put 39.00 @ 0.26,-52.00,2,-26.00,-2.00,-0.25,100,NKE,NKE,6/05/26,39.0,PUT,461525575,-54.25,USD
2026-04-30T08:30:22-0500,Trade,Sell to Open,SELL_TO_OPEN,NKE   260605P00041000,Equity Option,Sold 2 NKE 06/05/26 Put 41.00 @ 0.63,126.00,2,63.00,-2.00,-0.27,100,NKE,NKE,6/05/26,41.0,PUT,461525575,123.73,USD
2026-04-25T14:28:29-0500,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.01,0,,--,0.00,,,,,,,,-0.01,USD
2026-04-24T08:31:45-0500,Trade,Sell to Open,SELL_TO_OPEN,DE    260515P00545000,Equity Option,Sold 1 DE 05/15/26 Put 545.00 @ 5.20,520.00,1,520.00,-1.00,-0.14,100,DE,DE,5/15/26,545.0,PUT,458802849,518.86,USD
2026-04-24T08:31:45-0500,Trade,Buy to Open,BUY_TO_OPEN,DE    260515P00540000,Equity Option,Bought 1 DE 05/15/26 Put 540.00 @ 4.40,-440.00,1,-440.00,-1.00,-0.12,100,DE,DE,5/15/26,540.0,PUT,458802849,-441.12,USD
2026-04-20T08:34:00-0500,Trade,Sell to Close,SELL_TO_CLOSE,WMT   260515P00110000,Equity Option,Sold 1 WMT 05/15/26 Put 110.00 @ 0.17,17.00,1,17.00,0.00,-0.13,100,WMT,WMT,5/15/26,110.0,PUT,455924499,16.87,USD
2026-04-20T08:34:00-0500,Trade,Buy to Close,BUY_TO_CLOSE,WMT   260515P00115000,Equity Option,Bought 1 WMT 05/15/26 Put 115.00 @ 0.36,-36.00,1,-36.00,0.00,-0.12,100,WMT,WMT,5/15/26,115.0,PUT,455924499,-36.12,USD
2026-04-18T14:26:24-0500,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.04,0,,--,0.00,,,,,,,,-0.04,USD
2026-04-17T15:00:00-0500,Receive Deliver,Expiration,SELL_TO_CLOSE,NFLX  260417C00120000,Equity Option,Removal of 1.0 NFLX 04/17/26 Call 120.00 due to expiration.,0.00,1,0.00,--,0.00,100,NFLX,NFLX,4/17/26,120.0,CALL,,0.00,USD
2026-04-17T15:00:00-0500,Receive Deliver,Expiration,BUY_TO_CLOSE,NFLX  260417C00117000,Equity Option,Removal of 1.0 NFLX 04/17/26 Call 117.00 due to expiration.,0.00,1,0.00,--,0.00,100,NFLX,NFLX,4/17/26,117.0,CALL,,0.00,USD
2026-04-17T10:48:28-0500,Trade,Buy to Close,BUY_TO_CLOSE,NFLX  260417P00096000,Equity Option,Bought 1 NFLX 04/17/26 Put 96.00 @ 0.16,-16.00,1,-16.00,0.00,-0.12,100,NFLX,NFLX,4/17/26,96.0,PUT,455540411,-16.12,USD
2026-04-17T10:48:28-0500,Trade,Sell to Close,SELL_TO_CLOSE,NFLX  260417P00094000,Equity Option,Sold 1 NFLX 04/17/26 Put 94.00 @ 0.01,1.00,1,1.00,0.00,-0.13,100,NFLX,NFLX,4/17/26,94.0,PUT,455540411,0.87,USD
2026-04-15T09:24:05-0500,Trade,Buy to Open,BUY_TO_OPEN,NFLX  260417C00120000,Equity Option,Bought 1 NFLX 04/17/26 Call 120.00 @ 0.31,-31.00,1,-31.00,-1.00,-0.12,100,NFLX,NFLX,4/17/26,120.0,CALL,454403836,-32.12,USD
2026-04-15T09:24:05-0500,Trade,Buy to Open,BUY_TO_OPEN,NFLX  260417P00094000,Equity Option,Bought 1 NFLX 04/17/26 Put 94.00 @ 0.33,-33.00,1,-33.00,-1.00,-0.12,100,NFLX,NFLX,4/17/26,94.0,PUT,454403836,-34.12,USD
2026-04-15T09:24:05-0500,Trade,Sell to Open,SELL_TO_OPEN,NFLX  260417C00117000,Equity Option,Sold 1 NFLX 04/17/26 Call 117.00 @ 0.55,55.00,1,55.00,-1.00,-0.13,100,NFLX,NFLX,4/17/26,117.0,CALL,454403836,53.87,USD
2026-04-15T09:24:05-0500,Trade,Sell to Open,SELL_TO_OPEN,NFLX  260417P00096000,Equity Option,Sold 1 NFLX 04/17/26 Put 96.00 @ 0.53,53.00,1,53.00,-1.00,-0.13,100,NFLX,NFLX,4/17/26,96.0,PUT,454403836,51.87,USD
2026-04-15T08:30:09-0500,Trade,Buy to Open,BUY_TO_OPEN,TGT   260515P00105000,Equity Option,Bought 1 TGT 05/15/26 Put 105.00 @ 0.69,-69.00,1,-69.00,-1.00,-0.12,100,TGT,TGT,5/15/26,105.0,PUT,454424347,-70.12,USD
2026-04-15T08:30:09-0500,Trade,Buy to Open,BUY_TO_OPEN,TGT   260515C00140000,Equity Option,Bought 1 TGT 05/15/26 Call 140.00 @ 0.11,-11.00,1,-11.00,-1.00,-0.12,100,TGT,TGT,5/15/26,140.0,CALL,454424347,-12.12,USD
2026-04-15T08:30:09-0500,Trade,Sell to Open,SELL_TO_OPEN,TGT   260515P00110000,Equity Option,Sold 1 TGT 05/15/26 Put 110.00 @ 1.27,127.00,1,127.00,-1.00,-0.13,100,TGT,TGT,5/15/26,110.0,PUT,454424347,125.87,USD
2026-04-15T08:30:09-0500,Trade,Sell to Open,SELL_TO_OPEN,TGT   260515C00135000,Equity Option,Sold 1 TGT 05/15/26 Call 135.00 @ 0.21,21.00,1,21.00,-1.00,-0.13,100,TGT,TGT,5/15/26,135.0,CALL,454424347,19.87,USD
2026-04-13T08:52:46-0500,Trade,Sell to Close,SELL_TO_CLOSE,NVDA  260515P00150000,Equity Option,Sold 1 NVDA 05/15/26 Put 150.00 @ 0.52,52.00,1,52.00,0.00,-0.13,100,NVDA,NVDA,5/15/26,150.0,PUT,453687260,51.87,USD
2026-04-13T08:52:46-0500,Trade,Buy to Close,BUY_TO_CLOSE,NVDA  260515P00155000,Equity Option,Bought 1 NVDA 05/15/26 Put 155.00 @ 0.73,-73.00,1,-73.00,0.00,-0.12,100,NVDA,NVDA,5/15/26,155.0,PUT,453687260,-73.12,USD
2026-04-11T14:15:59-0500,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.06,0,,--,0.00,,,,,,,,-0.06,USD
2026-04-10T13:30:08-0500,Trade,Buy to Close,BUY_TO_CLOSE,NFLX  260424P00085000,Equity Option,Bought 1 NFLX 04/24/26 Put 85.00 @ 0.16,-16.00,1,-16.00,0.00,-0.12,100,NFLX,NFLX,4/24/26,85.0,PUT,453498048,-16.12,USD
2026-04-10T13:30:08-0500,Trade,Sell to Close,SELL_TO_CLOSE,NFLX  260424P00080000,Equity Option,Sold 1 NFLX 04/24/26 Put 80.00 @ 0.06,6.00,1,6.00,0.00,-0.13,100,NFLX,NFLX,4/24/26,80.0,PUT,453498048,5.87,USD
2026-04-06T08:41:44-0500,Trade,Buy to Open,BUY_TO_OPEN,NVDA  260515P00150000,Equity Option,Bought 1 NVDA 05/15/26 Put 150.00 @ 1.53,-153.00,1,-153.00,-1.00,-0.12,100,NVDA,NVDA,5/15/26,150.0,PUT,451909892,-154.12,USD
2026-04-06T08:41:44-0500,Trade,Sell to Open,SELL_TO_OPEN,NVDA  260515P00155000,Equity Option,Sold 1 NVDA 05/15/26 Put 155.00 @ 2.14,214.00,1,214.00,-1.00,-0.13,100,NVDA,NVDA,5/15/26,155.0,PUT,451909892,212.87,USD
2026-04-06T08:31:52-0500,Trade,Sell to Open,SELL_TO_OPEN,WMT   260515P00115000,Equity Option,Sold 1 WMT 05/15/26 Put 115.00 @ 1.27,127.00,1,127.00,-1.00,-0.13,100,WMT,WMT,5/15/26,115.0,PUT,451887732,125.87,USD
2026-04-06T08:31:52-0500,Trade,Buy to Open,BUY_TO_OPEN,WMT   260515P00110000,Equity Option,Bought 1 WMT 05/15/26 Put 110.00 @ 0.73,-73.00,1,-73.00,-1.00,-0.12,100,WMT,WMT,5/15/26,110.0,PUT,451887732,-74.12,USD
2026-04-06T08:31:12-0500,Trade,Sell to Close,SELL_TO_CLOSE,AMD   260515P00160000,Equity Option,Sold 1 AMD 05/15/26 Put 160.00 @ 1.63,163.00,1,163.00,0.00,-0.13,100,AMD,AMD,5/15/26,160.0,PUT,451892731,162.87,USD
2026-04-06T08:31:12-0500,Trade,Buy to Close,BUY_TO_CLOSE,AMD   260515P00165000,Equity Option,Bought 1 AMD 05/15/26 Put 165.00 @ 2.01,-201.00,1,-201.00,0.00,-0.12,100,AMD,AMD,5/15/26,165.0,PUT,451892731,-201.12,USD
2026-04-02T14:31:02-0500,Trade,Buy to Close,BUY_TO_CLOSE,META  260402P00590000,Equity Option,Bought 1 META 04/02/26 Put 590.00 @ 16.18,"-1,618.00",1,"-1,618.00",0.00,-0.12,100,META,META,4/02/26,590.0,PUT,451802744,"-1,618.12",USD
2026-04-02T14:31:02-0500,Trade,Sell to Close,SELL_TO_CLOSE,META  260402P00585000,Equity Option,Sold 1 META 04/02/26 Put 585.00 @ 11.18,"1,118.00",1,"1,118.00",0.00,-0.15,100,META,META,4/02/26,585.0,PUT,451802744,"1,117.85",USD
2026-04-01T12:08:18-0500,Trade,Sell to Close,SELL_TO_CLOSE,AAPL  260501P00220000,Equity Option,Sold 1 AAPL 05/01/26 Put 220.00 @ 1.21,121.00,1,121.00,0.00,-0.12,100,AAPL,AAPL,5/01/26,220.0,PUT,451226098,120.88,USD
2026-04-01T12:08:18-0500,Trade,Buy to Close,BUY_TO_CLOSE,AAPL  260501P00225000,Equity Option,Bought 1 AAPL 05/01/26 Put 225.00 @ 1.60,-160.00,1,-160.00,0.00,-0.12,100,AAPL,AAPL,5/01/26,225.0,PUT,451226098,-160.12,USD
2026-04-01T09:41:38-0500,Trade,Sell to Close,SELL_TO_CLOSE,WMT   260417P00110000,Equity Option,Sold 1 WMT 04/17/26 Put 110.00 @ 0.25,25.00,1,25.00,0.00,-0.12,100,WMT,WMT,4/17/26,110.0,PUT,451226832,24.88,USD
2026-04-01T09:41:38-0500,Trade,Buy to Close,BUY_TO_CLOSE,WMT   260417P00115000,Equity Option,Bought 1 WMT 04/17/26 Put 115.00 @ 0.51,-51.00,1,-51.00,0.00,-0.12,100,WMT,WMT,4/17/26,115.0,PUT,451226832,-51.12,USD
2026-03-30T09:35:42-0500,Trade,Buy to Open,BUY_TO_OPEN,AMD   260515P00160000,Equity Option,Bought 1 AMD 05/15/26 Put 160.00 @ 3.85,-385.00,1,-385.00,-1.00,-0.12,100,AMD,AMD,5/15/26,160.0,PUT,450397049,-386.12,USD
2026-03-30T09:35:42-0500,Trade,Sell to Open,SELL_TO_OPEN,AMD   260515P00165000,Equity Option,Sold 1 AMD 05/15/26 Put 165.00 @ 4.70,470.00,1,470.00,-1.00,-0.12,100,AMD,AMD,5/15/26,165.0,PUT,450397049,468.88,USD
2026-03-30T08:35:25-0500,Trade,Sell to Open,SELL_TO_OPEN,AAPL  260501P00225000,Equity Option,Sold 1 AAPL 05/01/26 Put 225.00 @ 3.23,323.00,1,323.00,-1.00,-0.12,100,AAPL,AAPL,5/01/26,225.0,PUT,450396949,321.88,USD
2026-03-30T08:35:25-0500,Trade,Buy to Open,BUY_TO_OPEN,AAPL  260501P00220000,Equity Option,Bought 1 AAPL 05/01/26 Put 220.00 @ 2.53,-253.00,1,-253.00,-1.00,-0.12,100,AAPL,AAPL,5/01/26,220.0,PUT,450396949,-254.12,USD
2026-03-28T13:58:38-0500,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,0.00,0,,--,0.00,,,,,,,,0.00,USD
2026-03-25T10:27:12-0500,Trade,Sell to Close,SELL_TO_CLOSE,HAL   260402P00030000,Equity Option,Sold 2 HAL 04/02/26 Put 30.00 @ 0.09,18.00,2,9.00,0.00,-0.26,100,HAL,HAL,4/02/26,30.0,PUT,449474681,17.74,USD
2026-03-25T10:27:12-0500,Trade,Buy to Close,BUY_TO_CLOSE,HAL   260402P00032000,Equity Option,Bought 2 HAL 04/02/26 Put 32.00 @ 0.11,-22.00,2,-11.00,0.00,-0.25,100,HAL,HAL,4/02/26,32.0,PUT,449474681,-22.25,USD
2026-03-14T14:40:47-0500,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.01,0,,--,0.00,,,,,,,,-0.01,USD
2026-03-13T08:48:11-0500,Trade,Buy to Close,BUY_TO_CLOSE,SLB   260327P00048000,Equity Option,Bought 2 SLB 03/27/26 Put 48.00 @ 4.28,-856.00,2,-428.00,0.00,-0.25,100,SLB,SLB,3/27/26,48.0,PUT,446654631,-856.25,USD
2026-03-13T08:48:11-0500,Trade,Sell to Close,SELL_TO_CLOSE,SLB   260327P00046000,Equity Option,Sold 2 SLB 03/27/26 Put 46.00 @ 2.74,548.00,2,274.00,0.00,-0.26,100,SLB,SLB,3/27/26,46.0,PUT,446654631,547.74,USD
2026-03-11T14:16:15-0500,Trade,Buy to Open,BUY_TO_OPEN,NFLX  260424P00080000,Equity Option,Bought 1 NFLX 04/24/26 Put 80.00 @ 1.05,-105.00,1,-105.00,-1.00,-0.12,100,NFLX,NFLX,4/24/26,80.0,PUT,446102467,-106.12,USD
2026-03-11T14:16:15-0500,Trade,Sell to Open,SELL_TO_OPEN,NFLX  260424P00085000,Equity Option,Sold 1 NFLX 04/24/26 Put 85.00 @ 1.87,187.00,1,187.00,-1.00,-0.12,100,NFLX,NFLX,4/24/26,85.0,PUT,446102467,185.88,USD
2026-03-07T14:27:12-0600,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.03,0,,--,0.00,,,,,,,,-0.03,USD
2026-03-04T08:31:33-0600,Trade,Sell to Open,SELL_TO_OPEN,WMT   260417P00115000,Equity Option,Sold 1 WMT 04/17/26 Put 115.00 @ 1.26,126.00,1,126.00,-1.00,-0.12,100,WMT,WMT,4/17/26,115.0,PUT,444084443,124.88,USD
2026-03-04T08:31:33-0600,Trade,Buy to Open,BUY_TO_OPEN,WMT   260417P00110000,Equity Option,Bought 1 WMT 04/17/26 Put 110.00 @ 0.78,-78.00,1,-78.00,-1.00,-0.12,100,WMT,WMT,4/17/26,110.0,PUT,444084443,-79.12,USD
2026-03-03T08:30:13-0600,Trade,Buy to Open,BUY_TO_OPEN,HAL   260402P00030000,Equity Option,Bought 1 HAL 04/02/26 Put 30.00 @ 0.65,-65.00,1,-65.00,-1.00,-0.12,100,HAL,HAL,4/02/26,30.0,PUT,443714714,-66.12,USD
2026-03-03T08:30:13-0600,Trade,Sell to Open,SELL_TO_OPEN,HAL   260402P00032000,Equity Option,Sold 1 HAL 04/02/26 Put 32.00 @ 0.87,87.00,1,87.00,-1.00,-0.12,100,HAL,HAL,4/02/26,32.0,PUT,443714714,85.88,USD
2026-03-03T08:30:12-0600,Trade,Buy to Open,BUY_TO_OPEN,HAL   260402P00030000,Equity Option,Bought 1 HAL 04/02/26 Put 30.00 @ 0.66,-66.00,1,-66.00,-1.00,-0.12,100,HAL,HAL,4/02/26,30.0,PUT,443714714,-67.12,USD
2026-03-03T08:30:12-0600,Trade,Sell to Open,SELL_TO_OPEN,HAL   260402P00032000,Equity Option,Sold 1 HAL 04/02/26 Put 32.00 @ 0.87,87.00,1,87.00,-1.00,-0.12,100,HAL,HAL,4/02/26,32.0,PUT,443714714,85.88,USD
2026-03-03T08:30:06-0600,Trade,Sell to Open,SELL_TO_OPEN,META  260402P00590000,Equity Option,Sold 1 META 04/02/26 Put 590.00 @ 7.98,798.00,1,798.00,-1.00,-0.12,100,META,META,4/02/26,590.0,PUT,443715372,796.88,USD
2026-03-03T08:30:06-0600,Trade,Buy to Open,BUY_TO_OPEN,META  260402P00585000,Equity Option,Bought 1 META 04/02/26 Put 585.00 @ 7.30,-730.00,1,-730.00,-1.00,-0.12,100,META,META,4/02/26,585.0,PUT,443715372,-731.12,USD
2026-03-02T08:30:02-0600,Trade,Buy to Open,BUY_TO_OPEN,SLB   260327P00046000,Equity Option,Bought 2 SLB 03/27/26 Put 46.00 @ 2.33,-466.00,2,-233.00,-2.00,-0.25,100,SLB,SLB,3/27/26,46.0,PUT,443370547,-468.25,USD
2026-03-02T08:30:02-0600,Trade,Sell to Open,SELL_TO_OPEN,SLB   260327P00048000,Equity Option,Sold 2 SLB 03/27/26 Put 48.00 @ 2.68,536.00,2,268.00,-2.00,-0.26,100,SLB,SLB,3/27/26,48.0,PUT,443370547,533.74,USD
2026-02-23T16:00:00-0600,Money Movement,Deposit,,,,ACH DEPOSIT,"3,000.00",0,,--,0.00,,,,,,,,"3,000.00",USD
